ticker,count_divergences,prob_down_fwd1,prob_down_fwd5,prob_down_fwd20,avg_fwd1,avg_fwd5,avg_fwd20,median_fwd20,worst_fwd20,best_fwd20
DIA,47,0.46808510638297873,0.3617021276595745,0.23404255319148937,0.00016533263265991862,0.003457005599866591,0.005905511340440236,0.0150371149128676,-0.2827336669822805,0.0481058838501675
QQQ,65,0.38461538461538464,0.4,0.38461538461538464,0.000868834822784237,0.00029026717285039896,-0.002508242642541909,0.0086484699920125,-0.2547894337074858,0.1182048804058951
SPY,48,0.5208333333333334,0.4166666666666667,0.2708333333333333,-0.00032922469145206626,0.0003892057816204727,-0.0037243144487490365,0.0127686970206375,-0.2906543713424365,0.0468458943764789
